DENOM_CIA,CNPJ_CIA,ano,lucro_liquido,ativo_total,ROA
RESTOQUE COMÉRCIO E CONFECÇÕES DE ROUPAS S.A.,49.669.856/0001-43,2017,420568.0,3690947.0,11.39458247436227
RESTOQUE COMÉRCIO E CONFECÇÕES DE ROUPAS S.A.,49.669.856/0001-43,2017,420568.0,,
RNI NEGÓCIOS IMOBILIÁRIOS S.A.,67.010.660/0001-24,2017,-93669.0,1160096.0,-8.074245579676164
ROMI S.A.,56.720.428/0001-63,2017,,1075423.0,
ROMI S.A.,56.720.428/0001-63,2017,,,
ROSSI RESIDENCIAL S.A.,61.065.751/0001-80,2017,-350753.0,3840053.0,-9.134066639184407
ROSSI RESIDENCIAL S.A.,61.065.751/0001-80,2017,-350753.0,,
ROSSI RESIDENCIAL S.A. - EM RECUPERAÇÃO JUDICIAL,61.065.751/0001-80,2017,,3840053.0,
ROSSI RESIDENCIAL S.A. - EM RECUPERAÇÃO JUDICIAL,61.065.751/0001-80,2017,,,
RUMO MALHA NORTE S.A.,24.962.466/0001-36,2017,,,
RUMO S.A.,02.387.241/0001-60,2017,-258438.0,26229516.0,-0.985294581874862
SAFIRA HOLDING S.A.,13.522.948/0001-59,2017,,,
SANTOS BRASIL PARTICIPACOES S.A.,02.762.121/0001-04,2017,-5321.0,2764690.0,-0.19246280776506589
SAO MARTINHO S.A.,51.466.860/0001-56,2017,283867.0,8691883.0,3.265886114665832
SENDAS DISTRIBUIDORA S.A.,06.057.223/0001-71,2017,,,
SEQUOIA LOGÍSTICA E TRANSPORTES S.A.,01.599.101/0001-93,2017,,,
SER EDUCACIONAL S.A.,04.986.320/0001-13,2017,197475.0,2507874.0,7.874199421502038
SLC AGRICOLA S.A.,89.096.457/0001-55,2017,369262.0,5293685.0,6.9755189437981295
SMARTFIT ESCOLA DE GINÁSTICA E DANÇA S.A.,07.594.978/0001-78,2017,-11589.0,1945327.0,-0.5957353185351357
SPRINGS GLOBAL PARTICIPACOES S.A.,07.718.269/0001-57,2017,21624.0,2721418.0,0.7945857637452239
SUZANO S.A.,16.404.287/0001-55,2017,1807433.0,28522982.0,6.336760300868963
T4F ENTRETENIMENTO S.A.,02.860.694/0001-62,2017,45266.0,697484.0,6.4898979761542925
TAURUS ARMAS S.A.,92.781.335/0001-02,2017,-286028.0,768958.0,-37.19682999591655
TC S.A.,26.345.998/0001-50,2017,,,
TECHNOS S.A.,09.295.063/0001-97,2017,-1919.0,714867.0,-0.26844154227289835
TECNISA S.A.,08.065.557/0001-12,2017,-531594.0,2319137.0,-22.922061094277744
TEGMA GESTAO LOGISTICA S.A.,02.351.144/0001-18,2017,103763.0,837851.0,12.384421573764309
TERRA SANTA PROPRIEDADES AGRÍCOLAS S.A.,40.337.136/0001-06,2017,,,
TIM S.A.,02.421.421/0001-11,2017,,,
TOTVS S.A.,53.113.791/0001-22,2017,93258.0,2493625.0,3.739856634417765
TPI - TRIUNFO PARTICIP. E INVEST. S.A.,03.014.553/0001-91,2017,-16876.0,4589036.0,-0.3677460800046023
TRANSMISSORA ALIANÇA DE ENERGIA ELÉTRICA S.A.,07.859.971/0001-30,2017,648285.0,8054820.0,8.048410765231253
TRISUL S.A.,08.811.643/0001-27,2017,35448.0,939490.0,3.773110943171295
TRÊS TENTOS AGROINDUSTRIAL S/A,94.813.102/0001-70,2017,,,
ULTRAPAR PARTICIPACOES S.A.,33.256.439/0001-39,2017,1573868.0,28340322.0,5.553458425772297
UNICASA INDÚSTRIA DE MÓVEIS S.A.,90.441.460/0001-48,2017,-6357.0,216363.0,-2.938117885220671
UNIFIQUE TELECOMUNICAÇÕES S.A.,02.255.187/0001-08,2017,,,
USINAS SID DE MINAS GERAIS S.A.-USIMINAS,60.894.730/0001-05,2017,315080.0,25984477.0,1.2125701048360527
VALE S.A.,33.592.510/0001-54,2017,17669992.0,328096703.0,5.385604865404576
VALID SOLUÇÕES S.A.,33.113.309/0001-47,2017,27758.0,2059765.0,1.347629462584324
"VAMOS LOCAÇÃO DE CAMINHÕES, MÁQUINAS E EQUIPAMENTOS S.A.",23.373.000/0001-32,2017,,,
VESTE S.A. ESTILO,49.669.856/0001-43,2017,,3690947.0,
VESTE S.A. ESTILO,49.669.856/0001-43,2017,,,
VIA S.A.,33.041.260/0652-90,2017,195000.0,,
VIA S.A.,33.041.260/0652-90,2017,195000.0,19931000.0,0.9783753951131404
VIA S.A.,33.041.260/0652-90,2017,195000.0,,
VIA VAREJO S.A.,33.041.260/0652-90,2017,,,
VIA VAREJO S.A.,33.041.260/0652-90,2017,,19931000.0,
VIA VAREJO S.A.,33.041.260/0652-90,2017,,,
VIBRA ENERGIA S/A,34.274.233/0001-02,2017,1151000.0,,
VIBRA ENERGIA S/A,34.274.233/0001-02,2017,1151000.0,23762000.0,4.843868361249053
VITTIA S.A.,45.365.558/0001-09,2017,,,
VIVARA PARTICIPAÇÕES S.A.,33.839.910/0001-11,2017,,,
VIVER INCORP. E CONSTRUTORA S.A. - EM RECUPERAÇÃO JUDICIAL,67.571.414/0001-41,2017,-119214.0,821007.0,-14.520460848689476
VIVER INCORP. E CONSTRUTORA S.A. - EM RECUPERAÇÃO JUDICIAL,67.571.414/0001-41,2017,-119214.0,,
VIVER INCORPORADORA E CONSTRUTORA S.A.,67.571.414/0001-41,2017,,821007.0,
VIVER INCORPORADORA E CONSTRUTORA S.A.,67.571.414/0001-41,2017,,,
VULCABRAS S.A.,50.926.955/0001-42,2017,188939.0,1120485.0,16.862251614256326
WEG S.A.,84.429.695/0001-11,2017,1140942.0,13985987.0,8.157751040380633
WILSON SONS S.A.,33.130.691/0001-05,2017,,,
YDUQS PARTICIPACOES S.A.,08.807.432/0001-10,2017,424590.0,4021095.0,10.559064135515326
3R PETROLEUM ÓLEO E GÁS S.A.,12.091.809/0001-55,2018,,,
AES BRASIL ENERGIA S.A.,37.663.076/0001-07,2018,,,
AGROGALAXY PARTICIPAÇÕES S.A.,21.240.146/0001-84,2018,,,
ALLIANÇA SAÚDE E PARTICIPAÇÕES S.A.,42.771.949/0001-35,2018,,,
ALLIANÇA SAÚDE E PARTICIPAÇÕES S.A.,42.771.949/0001-35,2018,,2209426.0,
ALLIED TECNOLOGIA S.A.,20.247.322/0001-47,2018,,,
"ALLPARK EMPREENDIMENTOS, PARTICIPAÇÕES E SERVIÇOS S.A.",60.537.263/0001-66,2018,,,
ALPARGATAS S.A.,61.079.117/0001-05,2018,324041.0,3980105.0,8.141518879527048
ALPHAVILLE S.A.,16.811.931/0001-00,2018,,,
ALUPAR INVESTIMENTO S/A,08.364.948/0001-38,2018,750790.0,14606580.0,5.140080703354242
AMBIPAR PARTICIPAÇÕES E EMPREENDIMENTOS S.A.,12.648.266/0001-24,2018,,,
ANIMA HOLDING S.A.,09.288.252/0001-32,2018,2251.0,1446470.0,0.15562023408712244
AREZZO INDÚSTRIA E COMÉRCIO S.A.,16.590.234/0001-76,2018,142644.0,1045032.0,13.64972555864318
"ARMAC LOCAÇÃO, LOGÍSTICA E SERVIÇOS S.A.",00.242.184/0001-04,2018,,,
ATACADÃO S.A.,75.315.333/0001-09,2018,1863000.0,36677000.0,5.079477601766775
AURA MINERALS INC.,07.857.093/0001-14,2018,,,
AUREN ENERGIA S.A.,28.594.234/0001-23,2018,,,
AZUL S.A.,09.305.994/0001-29,2018,420277.0,11793206.0,3.56372134939388
BAHEMA EDUCAÇÃO S.A.,45.987.245/0001-92,2018,-2566.0,80666.0,-3.181018024942355
BEMOBI MOBILE TECH S.A.,09.042.817/0001-05,2018,,,
BIOMM S.A.,04.752.991/0001-10,2018,-42562.0,305683.0,-13.923574421868407
BLAU FARMACÊUTICA S.A.,58.430.828/0001-60,2018,123253.0,594155.0,20.74425023773258
BOA SAFRA SEMENTES S.A.,10.807.374/0001-77,2018,,,
BRADESPAR S.A.,03.847.461/0001-92,2018,1190496.0,10634336.0,11.194831534380707
BRASILAGRO - CIA BRAS DE PROP AGRICOLAS,07.628.528/0001-59,2018,126338.0,1179599.0,10.71024983914025
BRASKEM S.A.,42.150.391/0001-70,2018,2907210.0,59193982.0,4.911326965636473
BRF S.A.,01.838.723/0001-27,2018,-4466246.0,42382377.0,-10.537979028406074
BRISANET PARTICIPAÇÕES S.A.,19.796.586/0001-70,2018,,,
BRQ SOLUCOES EM INFORMATICA S.A.,36.542.025/0001-64,2018,24028.0,185526.0,12.951284456087016
C&A MODAS S.A.,45.242.914/0001-05,2018,173636.0,3478337.0,4.991925739225382
CAMIL ALIMENTOS S.A.,64.904.295/0001-03,2018,250665.0,3781173.0,6.629292021285458
CCR S.A.,02.846.056/0001-97,2018,636182.0,30815998.0,2.064453664619267
CENTRAIS ELET BRAS S.A. - ELETROBRAS,00.001.180/0001-26,2018,13347577.0,181210208.0,7.365797516219395
CENTRAIS ELET DE SANTA CATARINA S.A.,83.878.892/0001-55,2018,165032.0,9854745.0,1.6746450567721438
CENTRO DE IMAGEM DIAGNOSTICOS S.A.,42.771.949/0001-35,2018,51566.0,,
CENTRO DE IMAGEM DIAGNOSTICOS S.A.,42.771.949/0001-35,2018,51566.0,2209426.0,2.3339093502113215
CIA BRASILEIRA DE DISTRIBUICAO,47.508.411/0001-56,2018,1180000.0,52849000.0,2.2327764006887545
CIA ENERGETICA DE MINAS GERAIS - CEMIG,17.155.730/0001-64,2018,1741713.0,59854673.0,2.909903124857102
CIA FERRO LIGAS DA BAHIA - FERBASA,15.141.799/0001-03,2018,309188.0,2659910.0,11.62400231586783
CIA FIACAO TECIDOS CEDRO CACHOEIRA,17.245.234/0001-00,2018,45742.0,700214.0,6.532574327277089
CIA PARANAENSE DE ENERGIA - COPEL,76.483.817/0001-20,2018,1444004.0,35930100.0,4.018925636165777
CIA SANEAMENTO BASICO EST SAO PAULO,43.776.517/0001-80,2018,,,
CIA SANEAMENTO DE MINAS GERAIS-COPASA MG,17.281.106/0001-03,2018,578700.0,11178403.0,5.176947011124934
CM HOSPITALAR S.A,12.420.164/0001-57,2018,,,
COGNA EDUCAÇÃO S.A.,02.800.026/0001-40,2018,1392856.0,30645039.0,4.5451271900812396
COMPANHIA BRASILEIRA DE ALUMÍNIO,61.409.892/0001-73,2018,,,
CONSTRUTORA TENDA S.A.,71.476.527/0001-35,2018,201346.0,2621039.0,7.681915454138608
COSAN S.A.,50.746.577/0001-15,2018,1903751.0,28789760.0,6.6125976736172865
CPFL ENERGIA S.A.,02.429.144/0001-93,2018,2165995.0,42211530.0,5.131287588959699
CRUZEIRO DO SUL EDUCACIONAL S.A.,62.984.091/0001-02,2018,,,
CSN MINERAÇÃO S.A.,08.902.291/0001-15,2018,,,
CTC - CENTRO DE TECNOLOGIA CANAVIEIRA S.A.,06.981.381/0001-13,2018,,,
CTEEP - CIA TRANSMISSÃO ENERGIA ELÉTRICA PAULISTA,02.998.611/0001-04,2018,1895245.0,18542224.0,10.221238833054763
CURY CONSTRUTORA E INCORPORADORA S.A.,08.797.760/0001-83,2018,,,
CVC BRASIL OPERADORA E AGÊNCIA DE VIAGENS S.A.,10.760.260/0001-19,2018,264542.0,6169199.0,4.288109363954705
CYRELA BRAZIL REALTY S.A.EMPREEND E PART,73.178.600/0001-18,2018,6028.0,9829268.0,0.06132704897251758
D1000 VAREJO FARMA PARTICIPAÇÕES S.A.,12.108.897/0001-50,2018,,,
DESKTOP S.A.,08.170.849/0001-15,2018,,,
DEXCO S.A.,97.837.181/0001-47,2018,431796.0,9622087.0,4.487550361995272
DEXCO S.A.,97.837.181/0001-47,2018,431796.0,,
DEXXOS PARTICIPAÇÕES S.A.,02.193.750/0001-52,2018,7557.0,853849.0,0.8850511038837078
DIAGNOSTICOS DA AMERICA S.A.,61.486.650/0001-83,2018,185306.0,7223593.0,2.56528849285944
DIMED S.A. DISTRIBUIDORA DE MEDICAMENTOS,92.665.611/0001-77,2018,74982.0,1000375.0,7.495389229039111
DIRECIONAL ENGENHARIA S.A.,16.614.075/0001-00,2018,-73936.0,4651685.0,-1.589445545001435
DOTZ S.A.,18.174.270/0001-84,2018,,,
DURATEX S.A.,97.837.181/0001-47,2018,,9622087.0,
DURATEX S.A.,97.837.181/0001-47,2018,,,
ECORODOVIAS INFRAESTRUTURA E LOGÍSTICA S.A.,04.149.454/0001-80,2018,382135.0,10020935.0,3.813366716778424
ELETROMIDIA S.A.,09.347.516/0001-81,2018,,,
EMBRAER S.A.,07.689.002/0001-89,2018,-643568.0,43758768.0,-1.4707178227686848
EMPREENDIMENTOS PAGUE MENOS S.A.,06.626.253/0001-51,2018,,,
ENAUTA PARTICIPAÇÕES S.A.,11.669.021/0001-10,2018,425222.0,3943533.0,10.782767635011549
ENERGISA S.A.,00.864.214/0001-06,2018,1179672.0,36418008.0,3.2392546017343946
ENEVA S.A,04.423.567/0001-21,2018,888223.0,12299682.0,7.221511905754961
ENGIE BRASIL ENERGIA S.A.,02.474.103/0001-19,2018,2315407.0,23735545.0,9.75501931807338
ENJOEI S.A.,16.922.038/0001-51,2018,,,
EQUATORIAL ENERGIA S.A.,03.220.438/0001-73,2018,1161060.0,25505996.0,4.552106100855657
ETERNIT S.A. - EM RECUPERAÇÃO JUDICIAL,61.092.037/0001-81,2018,-149367.0,569136.0,-26.24451800624104
EUCATEX S.A. INDUSTRIA E COMERCIO,56.643.018/0001-66,2018,28970.0,2199745.0,1.3169708307099233
EVEN CONSTRUTORA E INCORPORADORA S.A.,43.470.988/0001-65,2018,-140629.0,4740971.0,-2.9662488971141143
EZ TEC EMPREEND. E PARTICIPACOES S.A.,08.312.229/0001-73,2018,102160.0,2974076.0,3.4350164555310627
FERTILIZANTES HERINGER S.A. - EM RECUPERAÇÃO JUDICIAL,22.266.175/0001-88,2018,,,
FLEURY S.A.,60.840.055/0001-31,2018,331585.0,3910448.0,8.4794632226282
FRAS-LE S.A.,88.610.126/0001-29,2018,88561.0,1527213.0,5.798863681752317
GAFISA S.A.,01.545.826/0001-07,2018,-421276.0,2526280.0,-16.675744573048117
GERDAU S.A.,33.611.500/0001-19,2018,2326382.0,51281029.0,4.536535333563608
GETNINJAS S.A.,14.127.813/0001-51,2018,,,
GOL LINHAS AEREAS INTELIGENTES S.A.,06.164.253/0001-87,2018,-779724.0,10378266.0,-7.5130469772118
GPS PARTICIPAÇÕES E EMPREENDIMENTOS S.A.,09.229.201/0001-30,2018,,,
GRENDENE S.A.,89.850.341/0001-60,2018,585530.0,3860756.0,15.166200609414322
GRUPO CASAS BAHIA S.A.,33.041.260/0652-90,2018,,,
GRUPO CASAS BAHIA S.A.,33.041.260/0652-90,2018,,21056000.0,
GRUPO CASAS BAHIA S.A.,33.041.260/0652-90,2018,,,
GRUPO DE MODA SOMA S.A.,10.285.590/0001-08,2018,,,
GRUPO MATEUS S.A.,24.990.777/0001-09,2018,,,
GRUPO SBF S.A.,13.217.485/0001-11,2018,148748.0,1798300.0,8.271589834844018
GUARARAPES CONFECCOES S.A.,08.402.943/0001-52,2018,1235674.0,10472148.0,11.799623152766749
HELBOR EMPREENDIMENTOS S.A.,49.263.189/0001-02,2018,-340931.0,4138007.0,-8.23901457875736
HIDROVIAS DO BRASIL S.A.,12.648.327/0001-53,2018,162116.0,4771546.0,3.3975571020377884
HOSPITAL MATER DEI S.A.,16.676.520/0001-59,2018,,,
HYPERA S.A.,02.932.074/0001-91,2018,1129601.0,10556983.0,10.700036175107982
IGUA SANEAMENTO S.A.,08.159.965/0001-33,2018,17769.0,2190204.0,0.8112942903948672
INDUSTRIAS ROMI S.A.,56.720.428/0001-63,2018,,,
INDUSTRIAS ROMI S.A.,56.720.428/0001-63,2018,,1242087.0,
INFRACOMMERCE CXAAS S.A.,38.456.921/0001-36,2018,,,
INTERNATIONAL MEAL COMPANY ALIMENTACAO S.A.,17.314.329/0001-20,2018,7894.0,1638482.0,0.481787410542197
INVESTIMENTOS E PARTICIP. EM INFRA S.A. - INVEPAR,03.758.318/0001-24,2018,-434202.0,25518144.0,-1.7015422438246293
IOCHPE MAXION S.A.,61.156.113/0001-75,2018,306142.0,9019190.0,3.394340289981695
IRANI PAPEL E EMBALAGEM S.A.,92.791.243/0001-03,2018,3011.0,1526664.0,0.19722741873784932
JALLES MACHADO S.A.,02.635.522/0001-95,2018,,,
JBS S.A.,02.916.265/0001-60,2018,210116.0,114145831.0,0.1840768060990331
JHSF PARTICIPACOES S.A.,08.294.224/0001-65,2018,195439.0,4815061.0,4.05891015710912
JSL S.A.,52.548.435/0001-79,2018,189170.0,15873954.0,1.1917005681130233
KEPLER WEBER S.A.,91.983.056/0001-69,2018,8266.0,704273.0,1.1736925879594986
KLABIN S.A.,89.637.490/0001-45,2018,186818.0,29633743.0,0.630423230706968
KORA SAÚDE PARTICIPAÇÕES S.A.,13.270.520/0001-66,2018,,,
LAVVI EMPREENDIMENTOS IMOBILIÁRIOS S.A.,26.462.693/0001-28,2018,,,
LIFEMED INDUSTRIAL DE EQUIP. E ART. MEDICOS E HOSP. S.A,02.357.251/0001-53,2018,-2076.0,174980.0,-1.1864213052920334
LITEL PARTICIPACOES S.A.,00.743.065/0001-27,2018,5123097.0,37117950.0,13.802208904317185
LOCALIZA RENT A CAR S.A.,16.670.085/0001-55,2018,659208.0,13992414.0,4.711181358699077
LOCAWEB SERVIÇOS DE INTERNET S.A.,02.351.877/0001-52,2018,10886.0,276336.0,3.939407098604597
LOG-IN LOGISTICA INTERMODAL S.A.,42.278.291/0001-24,2018,6074.0,1143212.0,0.5313100282362326
LOJAS QUERO QUERO S.A.,96.418.264/0218-02,2018,,,
LOJAS RENNER S.A.,92.754.738/0001-62,2018,1020136.0,8821048.0,11.564793661705503
LUPATECH S.A,89.463.822/0001-12,2018,,,
LUPATECH S.A,89.463.822/0001-12,2018,,581725.0,
LUPATECH S.A. - EM RECUPERAÇÃO JUDICIAL,89.463.822/0001-12,2018,-101311.0,,
LUPATECH S.A. - EM RECUPERAÇÃO JUDICIAL,89.463.822/0001-12,2018,-101311.0,581725.0,-17.415617344965405
M.DIAS BRANCO S.A. IND COM DE ALIMENTOS,07.206.816/0001-15,2018,723497.0,7807466.0,9.266732637708573
MAESTRO LOCADORA DE VEICULOS S.A.,08.795.211/0001-70,2018,-1160.0,218281.0,-0.531425089677984
MAGAZINE LUIZA S.A.,47.960.950/0001-21,2018,597429.0,8796741.0,6.791481072365323
MAHLE-METAL LEVE S.A.,60.476.884/0001-87,2018,293053.0,2316131.0,12.652695378629275
MARCOPOLO S.A.,88.611.835/0001-29,2018,190947.0,5147704.0,3.709362465285494
MARFRIG GLOBAL FOODS S.A.,03.853.896/0001-40,2018,2153970.0,26504272.0,8.126878565085658
MARISA LOJAS S.A.,61.189.288/0001-89,2018,28363.0,3162102.0,0.8969666380148394
MELNICK DESENVOLVIMENTO IMOBILIÁRIO S.A.,12.181.987/0001-77,2018,,,
METALFRIO SOLUTIONS S.A.,04.821.041/0001-08,2018,-5392.0,1388819.0,-0.3882435364147524
METALURGICA GERDAU S.A.,92.690.783/0001-09,2018,2240690.0,51344416.0,4.364038340605529
MINERVA S.A.,67.620.377/0001-14,2018,-1264782.0,12824421.0,-9.862293198266027
MITRE REALTY EMPREENDIMENTOS E PARTICIPAÇÕES S.A.,07.882.930/0001-65,2018,16307.0,271282.0,6.011088092833288
MOBLY S.A.,31.553.627/0001-01,2018,,,
MOURA DUBEUX ENGENHARIA S/A,12.049.631/0001-84,2018,-198379.0,1835807.0,-10.806092361560884
MOVIDA PARTICIPACOES SA,21.314.559/0001-66,2018,159754.0,5192301.0,3.0767476692895883
MPM CORPÓREOS S.A.,26.659.061/0001-59,2018,,,
MRV ENGENHARIA E PARTICIPACOES S.A.,08.343.492/0001-20,2018,758137.0,13636891.0,5.559456330625507
MULTILASER INDUSTRIAL S.A.,59.717.553/0001-02,2018,,,
MÉLIUZ S.A.,14.110.585/0001-07,2018,,,
NATURA &CO HOLDING S.A.,32.785.497/0001-97,2018,,,
NEOENERGIA S.A.,01.083.200/0001-18,2018,1593951.0,46564478.0,3.423105054458036
NEOGRID PARTICIPAÇÕES S.A.,10.139.870/0001-08,2018,,,
NUTRIPLANT INDUSTRIA E COMERCIO S.A.,51.128.999/0001-90,2018,-2719.0,71388.0,-3.808763377598476
OCEANPACT SERVIÇOS MARITIMOS S.A.,09.114.805/0001-30,2018,,,
ODONTOPREV S.A.,58.119.199/0001-51,2018,285277.0,1647584.0,17.31486831627401
OI S.A. - EM RECUPERAÇÃO JUDICIAL,76.535.764/0001-43,2018,24615555.0,65437797.0,37.61672325246524
PADTEC HOLDING S.A.,02.365.069/0001-44,2018,11302.0,64151.0,17.617807984287072
PARANAPANEMA S.A.,60.398.369/0004-79,2018,,,
PARANAPANEMA S.A.,60.398.369/0004-79,2018,,4623494.0,
PARANAPANEMA S.A. - EM RECUPERAÇÃO JUDICIAL,60.398.369/0004-79,2018,-323373.0,,
PARANAPANEMA S.A. - EM RECUPERAÇÃO JUDICIAL,60.398.369/0004-79,2018,-323373.0,4623494.0,-6.994126087327031
PBG S/A,83.475.913/0001-91,2018,134312.0,1622155.0,8.279849952686396
PDG REALTY S.A. EMPREEND E PARTICIPACOES,02.950.811/0001-89,2018,-846015.0,2475628.0,-34.17375308406594
PDG REALTY S.A. EMPREEND E PARTICIPACOES,02.950.811/0001-89,2018,-846015.0,,
PDG REALTY S.A. EMPREEND E PARTICIPACOES - EM REC JUDICIAL,02.950.811/0001-89,2018,,2475628.0,
PDG REALTY S.A. EMPREEND E PARTICIPACOES - EM REC JUDICIAL,02.950.811/0001-89,2018,,,
PET CENTER COMÉRCIO E PARTICIPAÇÕES S.A.,18.328.118/0001-09,2018,,,
PETRO RIO S.A.,10.629.105/0001-68,2018,204875.0,1537063.0,13.328991719922998
PETRO RIO S.A.,10.629.105/0001-68,2018,204875.0,,
PETROBRAS DISTRIBUIDORA S/A,34.274.233/0001-02,2018,,,
PETROBRAS DISTRIBUIDORA S/A,34.274.233/0001-02,2018,,25345000.0,
PETROLEO BRASILEIRO S.A. PETROBRAS,33.000.167/0001-01,2018,26698000.0,860473000.0,3.1027121129890185
PETRORECÔNCAVO S.A.,03.342.704/0001-30,2018,,,
PLANO & PLANO DESENVOLVIMENTO IMOBILIÁRIO S.A.,24.230.275/0001-80,2018,,,
POMIFRUTAS S/A,86.550.951/0001-50,2018,,,
POMIFRUTAS S/A,86.550.951/0001-50,2018,,36137.0,
POMIFRUTAS S/A EM RECUPERACAO JUDICIAL,86.550.951/0001-50,2018,-7505.0,,
POMIFRUTAS S/A EM RECUPERACAO JUDICIAL,86.550.951/0001-50,2018,-7505.0,36137.0,-20.768187730027396
POSITIVO TECNOLOGIA S.A.,81.243.735/0001-48,2018,-461.0,1789529.0,-0.02576096838888892
PRINER SERVIÇOS INDUSTRIAIS S.A.,18.593.815/0001-97,2018,5140.0,207986.0,2.471320185012453
PRIO S.A.,10.629.105/0001-68,2018,,1537063.0,
PRIO S.A.,10.629.105/0001-68,2018,,,
PRODUTORES ENERGET.DE MANSO S.A.- PROMAN,02.291.077/0001-93,2018,,,
PROFARMA DISTRIB PROD FARMACEUTICOS S.A.,45.453.214/0001-51,2018,-9734.0,2890224.0,-0.3367905048190037
QUALICORP CONSULTORIA E CORRETORA DE SEGUROS S.A.,11.992.680/0001-93,2018,397043.0,3549313.0,11.18647467833916
QUALITY SOFTWARE S.A.,35.791.391/0001-94,2018,3205956.0,99272904.0,3.229437108035038
RAIA DROGASIL S.A.,61.585.865/0001-51,2018,509313.0,7352005.0,6.92753881424183
RANDON S.A. IMPLEMENTOS E PARTICIPACOES,89.086.144/0001-16,2018,226903.0,5838143.0,3.886561189063029
RAÍZEN S.A.,33.453.598/0001-23,2018,,,
RENOVA ENERGIA S.A. - EM RECUPERAÇÃO JUDICIAL,08.534.605/0001-74,2018,-856297.0,2628385.0,-32.578826922235514
RESTOQUE COMÉRCIO E CONFECÇÕES DE ROUPAS S.A.,49.669.856/0001-43,2018,103463.0,3708429.0,2.789941508924669
RESTOQUE COMÉRCIO E CONFECÇÕES DE ROUPAS S.A.,49.669.856/0001-43,2018,103463.0,,
RNI NEGÓCIOS IMOBILIÁRIOS S.A.,67.010.660/0001-24,2018,-27139.0,1191637.0,-2.277455298887161
ROMI S.A.,56.720.428/0001-63,2018,84250.0,,
ROMI S.A.,56.720.428/0001-63,2018,84250.0,1242087.0,6.782938715242974
ROSSI RESIDENCIAL S.A.,61.065.751/0001-80,2018,,,
ROSSI RESIDENCIAL S.A.,61.065.751/0001-80,2018,,2542246.0,
ROSSI RESIDENCIAL S.A. - EM RECUPERAÇÃO JUDICIAL,61.065.751/0001-80,2018,-607067.0,,
ROSSI RESIDENCIAL S.A. - EM RECUPERAÇÃO JUDICIAL,61.065.751/0001-80,2018,-607067.0,2542246.0,-23.879160395964828
RUMO MALHA NORTE S.A.,24.962.466/0001-36,2018,,,
RUMO S.A.,02.387.241/0001-60,2018,272967.0,27134113.0,1.0059919776998054
SAFIRA HOLDING S.A.,13.522.948/0001-59,2018,,,
SANTOS BRASIL PARTICIPACOES S.A.,02.762.121/0001-04,2018,2979.0,2858331.0,0.10422165942292898
SAO MARTINHO S.A.,51.466.860/0001-56,2018,491706.0,9114712.0,5.39464110330639
SENDAS DISTRIBUIDORA S.A.,06.057.223/0001-71,2018,,,
SEQUOIA LOGÍSTICA E TRANSPORTES S.A.,01.599.101/0001-93,2018,,,
SER EDUCACIONAL S.A.,04.986.320/0001-13,2018,201279.0,2429560.0,8.28458650949143
SLC AGRICOLA S.A.,89.096.457/0001-55,2018,406501.0,5755537.0,7.062781457229795
SMARTFIT ESCOLA DE GINÁSTICA E DANÇA S.A.,07.594.978/0001-78,2018,356956.0,3848902.0,9.2742293776251
SPRINGS GLOBAL PARTICIPACOES S.A.,07.718.269/0001-57,2018,111568.0,3224044.0,3.460498678057743
SUZANO S.A.,16.404.287/0001-55,2018,318460.0,53932644.0,0.5904772627130983
T4F ENTRETENIMENTO S.A.,02.860.694/0001-62,2018,10623.0,681871.0,1.557919313183872
TAURUS ARMAS S.A.,92.781.335/0001-02,2018,-59862.0,921156.0,-6.498573531519092
TC S.A.,26.345.998/0001-50,2018,,,
TECHNOS S.A.,09.295.063/0001-97,2018,14369.0,792471.0,1.813189378538773
TECNISA S.A.,08.065.557/0001-12,2018,-283288.0,1936500.0,-14.628866511747999
TEGMA GESTAO LOGISTICA S.A.,02.351.144/0001-18,2018,108249.0,809433.0,13.37343547890931
TERRA SANTA PROPRIEDADES AGRÍCOLAS S.A.,40.337.136/0001-06,2018,,,
TIM S.A.,02.421.421/0001-11,2018,,,
TOTVS S.A.,53.113.791/0001-22,2018,60643.0,2391277.0,2.53600900272114
TPI - TRIUNFO PARTICIP. E INVEST. S.A.,03.014.553/0001-91,2018,-382895.0,3921004.0,-9.765228497599084
TRANSMISSORA ALIANÇA DE ENERGIA ELÉTRICA S.A.,07.859.971/0001-30,2018,1071305.0,8616294.0,12.433477780586411
TRISUL S.A.,08.811.643/0001-27,2018,76998.0,1087083.0,7.082991823071468
TRÊS TENTOS AGROINDUSTRIAL S/A,94.813.102/0001-70,2018,,,
ULTRAPAR PARTICIPACOES S.A.,33.256.439/0001-39,2018,1132320.0,30499395.0,3.7125982335059433
UNICASA INDÚSTRIA DE MÓVEIS S.A.,90.441.460/0001-48,2018,3394.0,216982.0,1.5641850476076358
UNIFIQUE TELECOMUNICAÇÕES S.A.,02.255.187/0001-08,2018,,,
USINAS SID DE MINAS GERAIS S.A.-USIMINAS,60.894.730/0001-05,2018,828695.0,26523851.0,3.124338920468223
VALE S.A.,33.592.510/0001-54,2018,25773768.0,341714838.0,7.542478445141443
VALID SOLUÇÕES S.A.,33.113.309/0001-47,2018,100078.0,2247239.0,4.453375898157695
