DENOM_CIA,CNPJ_CIA,2012,2013,2014,2015,2016,2017,2018,2019,2020,2021,2022
RUMO MALHA NORTE S.A.,24.962.466/0001-36,377310.0,,,,,,,,,,
RUMO S.A.,02.387.241/0001-60,243367.0,27978.0,-2017881.0,-1190878.0,-1052572.0,-258438.0,272967.0,785871.0,304675.0,155741.0,514021.0
SAFIRA HOLDING S.A.,13.522.948/0001-59,,,,,,,,,,16381.0,22094.0
SANTOS BRASIL PARTICIPACOES S.A.,02.762.121/0001-04,270212.0,255060.0,91559.0,-18129.0,-19910.0,-5321.0,2979.0,15375.0,-13761.0,271732.0,429450.0
SAO MARTINHO S.A.,51.466.860/0001-56,126611.0,72950.0,135001.0,288317.0,194331.0,283867.0,491706.0,314045.0,639010.0,927124.0,1480868.0
SENDAS DISTRIBUIDORA S.A.,06.057.223/0001-71,,,,,,,,1060000.0,1556000.0,,
SEQUOIA LOGÍSTICA E TRANSPORTES S.A.,01.599.101/0001-93,,,,,,,,-7146.0,7028.0,-17861.0,-106872.0
SER EDUCACIONAL S.A.,04.986.320/0001-13,64256.0,116297.0,213864.0,161065.0,230448.0,197475.0,201279.0,136372.0,165034.0,52483.0,-222148.0
SLC AGRICOLA S.A.,89.096.457/0001-55,38430.0,96603.0,70143.0,121171.0,15641.0,369262.0,406501.0,315041.0,510948.0,1130759.0,1336733.0
SMARTFIT ESCOLA DE GINÁSTICA E DANÇA S.A.,07.594.978/0001-78,,,,,-21577.0,-11589.0,356956.0,-339272.0,-604428.0,-633017.0,-86051.0
SPRINGS GLOBAL PARTICIPACOES S.A.,07.718.269/0001-57,-144165.0,-52735.0,-29105.0,22577.0,-6341.0,21624.0,111568.0,45724.0,-320940.0,-153576.0,-630785.0
SUZANO S.A.,16.404.287/0001-55,-182126.0,-220459.0,-261506.0,-925354.0,1691998.0,1807433.0,318460.0,-2814742.0,-10714935.0,8635532.0,23394887.0
T4F ENTRETENIMENTO S.A.,02.860.694/0001-62,-3957.0,-14720.0,-70321.0,20888.0,26025.0,45266.0,10623.0,-71779.0,-109420.0,-64548.0,-8431.0
TAURUS ARMAS S.A.,92.781.335/0001-02,-117210.0,-80310.0,-185422.0,-253810.0,-103027.0,-286028.0,-59862.0,43426.0,263603.0,635060.0,519984.0
TC S.A.,26.345.998/0001-50,,,,,,,,,,1201.0,-123540.0
TECHNOS S.A.,09.295.063/0001-97,63764.0,31522.0,46228.0,22015.0,-1936.0,-1919.0,14369.0,-122654.0,-28163.0,28081.0,39925.0
TECNISA S.A.,08.065.557/0001-12,-170948.0,285449.0,211790.0,292905.0,-456443.0,-531594.0,-283288.0,-262374.0,-166875.0,-185641.0,2300.0
TEGMA GESTAO LOGISTICA S.A.,02.351.144/0001-18,80476.0,39476.0,-22945.0,9930.0,13826.0,103763.0,108249.0,193972.0,73509.0,107785.0,159664.0
TERRA SANTA PROPRIEDADES AGRÍCOLAS S.A.,40.337.136/0001-06,,,,,,,,,,38024.0,137168.0
TIM S.A.,02.421.421/0001-11,,,,,,,,,1843690.0,,1670755.0
TOTVS S.A.,53.113.791/0001-22,207148.0,223100.0,262798.0,194946.0,152269.0,93258.0,60643.0,210648.0,294959.0,374037.0,523301.0
TPI - TRIUNFO PARTICIP. E INVEST. S.A.,03.014.553/0001-91,515623.0,-79320.0,-467932.0,123355.0,-334651.0,-16876.0,-382895.0,-216435.0,168574.0,4984.0,6348.0
TRANSMISSORA ALIANÇA DE ENERGIA ELÉTRICA S.A.,07.859.971/0001-30,589182.0,892852.0,904845.0,909423.0,862066.0,648285.0,1071305.0,1002315.0,2262927.0,2213714.0,1449215.0
TRISUL S.A.,08.811.643/0001-27,27629.0,59171.0,38511.0,24780.0,2866.0,35448.0,76998.0,151022.0,183626.0,131965.0,69749.0
TRÊS TENTOS AGROINDUSTRIAL S/A,94.813.102/0001-70,,,,,,,,,,,571174.0
ULTRAPAR PARTICIPACOES S.A.,33.256.439/0001-39,1017864.0,1228713.0,1251213.0,1512972.0,1570618.0,1573868.0,1132320.0,402944.0,927697.0,883878.0,1840069.0
UNICASA INDÚSTRIA DE MÓVEIS S.A.,90.441.460/0001-48,,13709.0,-2408.0,13105.0,-24264.0,-6357.0,3394.0,17984.0,14833.0,25938.0,32947.0
UNIFIQUE TELECOMUNICAÇÕES S.A.,02.255.187/0001-08,,,,,,,,,50449.0,80539.0,130208.0
USINAS SID DE MINAS GERAIS S.A.-USIMINAS,60.894.730/0001-05,-531300.0,16791.0,208479.0,-3684977.0,-576843.0,315080.0,828695.0,376691.0,1291743.0,10059954.0,2092889.0
VALE S.A.,33.592.510/0001-54,9232934.0,-257964.0,219588.0,-45996622.0,13296496.0,17669992.0,25773768.0,-8696040.0,24902341.0,121343000.0,96337000.0
VALID SOLUÇÕES S.A.,33.113.309/0001-47,102829.0,91727.0,110142.0,133098.0,88395.0,27758.0,100078.0,53741.0,-201649.0,57917.0,36503.0
"VAMOS LOCAÇÃO DE CAMINHÕES, MÁQUINAS E EQUIPAMENTOS S.A.",23.373.000/0001-32,,,,,,,112937.0,141782.0,179192.0,402375.0,668629.0
VESTE S.A. ESTILO,49.669.856/0001-43,,,,,,,,-192996.0,-2005084.0,-804313.0,55275.0
VIA S.A.,33.041.260/0652-90,,,,,,195000.0,-267000.0,,,,
VIA VAREJO S.A.,33.041.260/0652-90,322159.0,1144519.0,938000.0,14000.0,-95000.0,,,,,,
VIBRA ENERGIA S/A,34.274.233/0001-02,,,,,,1151000.0,3193000.0,2211000.0,3905000.0,2497000.0,1537000.0
VITTIA S.A.,45.365.558/0001-09,,,,,,,,58114.0,85934.0,107740.0,147485.0
VIVARA PARTICIPAÇÕES S.A.,33.839.910/0001-11,,,,,,,,257971336.0,146672109.0,298490271.0,360854417.0
VIVER INCORP. E CONSTRUTORA S.A. - EM RECUPERAÇÃO JUDICIAL,67.571.414/0001-41,-463396.0,-281397.0,-233352.0,-261588.0,-348597.0,-119214.0,,,,,
VIVER INCORPORADORA E CONSTRUTORA S.A.,67.571.414/0001-41,,,,,,,-198533.0,-220334.0,-181244.0,-57926.0,-12524.0
VULCABRAS S.A.,50.926.955/0001-42,-307957.0,-126685.0,-72794.0,-49920.0,35695.0,188939.0,152114.0,143080.0,31554.0,313839.0,469930.0
WEG S.A.,84.429.695/0001-11,664864.0,845304.0,962316.0,1165810.0,1127832.0,1140942.0,1344148.0,1632455.0,2395957.0,3657480.0,4272872.0
WILSON SONS S.A.,33.130.691/0001-05,,,,,,,,,121361.0,223759.0,338908.0
YDUQS PARTICIPACOES S.A.,08.807.432/0001-10,109687.0,244707.0,425645.0,484674.0,368102.0,424590.0,644873.0,646140.0,98181.0,158171.0,-55444.0
3R PETROLEUM ÓLEO E GÁS S.A.,12.091.809/0001-55,,,,,,,,35723.0,114511.0,566863.0,891485.0
AES BRASIL ENERGIA S.A.,37.663.076/0001-07,,,,,,,,,,1813566.0,1840305.0
AGROGALAXY PARTICIPAÇÕES S.A.,21.240.146/0001-84,,,,,,,,1081002.0,3110584.0,4860330.0,7190670.0
ALLIANÇA SAÚDE E PARTICIPAÇÕES S.A.,42.771.949/0001-35,,,,,,,,406231.0,476481.0,589530.0,678389.0
ALLIED TECNOLOGIA S.A.,20.247.322/0001-47,,,,,,,,1626822.0,2021812.0,2429993.0,1529603.0
"ALLPARK EMPREENDIMENTOS, PARTICIPAÇÕES E SERVIÇOS S.A.",60.537.263/0001-66,,,,,,,,496914.0,810407.0,690908.0,909510.0
ALPARGATAS S.A.,61.079.117/0001-05,755459.0,1014522.0,995623.0,1309519.0,994530.0,1121505.0,1159610.0,1256495.0,1277051.0,4291317.0,1494762.0
ALPHAVILLE S.A.,16.811.931/0001-00,,,,,,,,470779.0,630004.0,682288.0,1203615.0
ALUPAR INVESTIMENTO S/A,08.364.948/0001-38,1137513.0,1174651.0,1093591.0,1927256.0,1777465.0,1705261.0,1528902.0,2085695.0,2290153.0,2447555.0,2558195.0
AMBIPAR PARTICIPAÇÕES E EMPREENDIMENTOS S.A.,12.648.266/0001-24,,,,,,,,131369.0,165649.0,897523.0,1822364.0
ANIMA HOLDING S.A.,09.288.252/0001-32,70580.0,116541.0,173698.0,238064.0,268289.0,221467.0,231582.0,339926.0,441043.0,1235118.0,1821441.0
AREZZO INDÚSTRIA E COMÉRCIO S.A.,16.590.234/0001-76,127418.0,143860.0,178803.0,190772.0,201830.0,356825.0,255889.0,464659.0,911418.0,1519000.0,1635360.0
"ARMAC LOCAÇÃO, LOGÍSTICA E SERVIÇOS S.A.",00.242.184/0001-04,,,,,,,,,,311413.0,393050.0
ATACADÃO S.A.,75.315.333/0001-09,,,,,13321000.0,16284000.0,16746000.0,20059000.0,24720000.0,29076000.0,46725000.0
AURA MINERALS INC.,07.857.093/0001-14,,,,,,,,704762.0,627296.0,818101.0,840746.0
AUREN ENERGIA S.A.,28.594.234/0001-23,,,,,,,,,,1601955.0,4199004.0
AZUL S.A.,09.305.994/0001-29,,,,,3617643.0,3334357.0,4056794.0,6862020.0,10212631.0,11710253.0,15056105.0
BAHEMA EDUCAÇÃO S.A.,45.987.245/0001-92,1424.0,5755.0,,,,22622.0,18320.0,33678.0,158850.0,235728.0,229965.0
BEMOBI MOBILE TECH S.A.,09.042.817/0001-05,,,,,,,,,299520.0,349431.0,259101.0
BIOMM S.A.,04.752.991/0001-10,16427.0,10240.0,6758.0,13862.0,19723.0,43317.0,41255.0,60795.0,66272.0,78729.0,92458.0
BLAU FARMACÊUTICA S.A.,58.430.828/0001-60,,,,,,222072.0,173520.0,262573.0,363829.0,343006.0,371113.0
BOA SAFRA SEMENTES S.A.,10.807.374/0001-77,,,,,,,,,,,292280.0
BRADESPAR S.A.,03.847.461/0001-92,1012084.0,33460.0,1214912.0,34290.0,229616.0,2476434.0,457966.0,314389.0,35192.0,50042.0,584044.0
BRASILAGRO - CIA BRAS DE PROP AGRICOLAS,07.628.528/0001-59,110787.0,114544.0,179545.0,199021.0,112035.0,157156.0,203153.0,226618.0,400092.0,661292.0,483994.0
BRASKEM S.A.,42.150.391/0001-70,12656627.0,13594801.0,14083292.0,16682229.0,23038307.0,19137732.0,23116130.0,16216160.0,28387174.0,25193523.0,24185247.0
BRF S.A.,01.838.723/0001-27,7464218.0,8436031.0,9569126.0,11621113.0,12640423.0,14907874.0,14488640.0,13324005.0,15440328.0,21225289.0,22297939.0
BRISANET PARTICIPAÇÕES S.A.,19.796.586/0001-70,,,,,,,,,441792.0,513987.0,450110.0
BRQ SOLUCOES EM INFORMATICA S.A.,36.542.025/0001-64,,,79132.0,73549.0,58731.0,58270.0,73650.0,88376.0,113506.0,146975.0,153842.0
C&A MODAS S.A.,45.242.914/0001-05,,,,,,,1750068.0,1751077.0,2251711.0,2415055.0,3679731.0
CAMIL ALIMENTOS S.A.,64.904.295/0001-03,,,,,,1410369.0,659786.0,1107623.0,1244841.0,1600825.0,1964667.0
CCR S.A.,02.846.056/0001-97,3743691.0,3346299.0,4514031.0,7467459.0,7176052.0,5912066.0,5055624.0,6519308.0,7624209.0,5852489.0,10766539.0
CENTRAIS ELET BRAS S.A. - ELETROBRAS,00.001.180/0001-26,30849647.0,25697889.0,19284008.0,28099643.0,31138510.0,34186952.0,36523971.0,25638057.0,26400066.0,23883372.0,26440876.0
CENTRAIS ELET DE SANTA CATARINA S.A.,83.878.892/0001-55,1340009.0,1491660.0,1763222.0,3342708.0,4072723.0,4486667.0,4438978.0,2427690.0,3522162.0,3282108.0,3757419.0
CENTRO DE IMAGEM DIAGNOSTICOS S.A.,42.771.949/0001-35,,,,186977.0,404579.0,362053.0,384735.0,,,,
CIA BRASILEIRA DE DISTRIBUICAO,47.508.411/0001-56,13955393.0,17012754.0,23848000.0,25273000.0,27582000.0,28992000.0,32785000.0,23135000.0,18483000.0,16550000.0,17747000.0
CIA ENERGETICA DE MINAS GERAIS - CEMIG,17.155.730/0001-64,14307372.0,5921641.0,10123317.0,13074072.0,11447460.0,8662284.0,23393584.0,7912451.0,9690215.0,10687593.0,11205178.0
CIA FERRO LIGAS DA BAHIA - FERBASA,15.141.799/0001-03,91164.0,98928.0,114270.0,225931.0,173712.0,169103.0,260073.0,256051.0,424239.0,474737.0,505951.0
CIA FIACAO TECIDOS CEDRO CACHOEIRA,17.245.234/0001-00,174527.0,229121.0,223068.0,191346.0,275207.0,226953.0,296984.0,325668.0,308053.0,485179.0,541456.0
CIA PARANAENSE DE ENERGIA - COPEL,76.483.817/0001-20,2847818.0,3347885.0,4055393.0,4789118.0,5656036.0,6109914.0,6695114.0,5345621.0,9654392.0,7979993.0,7156597.0
CIA SANEAMENTO BASICO EST SAO PAULO,43.776.517/0001-80,3797370.0,,,,,,,,,,
CIA SANEAMENTO DE MINAS GERAIS-COPASA MG,17.281.106/0001-03,863640.0,930837.0,1022820.0,1086708.0,1131451.0,1256297.0,1340959.0,1118034.0,1388231.0,1910539.0,1937386.0
CM HOSPITALAR S.A,12.420.164/0001-57,,,,,,,,,2064600.0,2124284.0,3215396.0
COGNA EDUCAÇÃO S.A.,02.800.026/0001-40,368557.0,479092.0,945905.0,1173525.0,1245420.0,1345534.0,2565498.0,2750625.0,5261918.0,4087999.0,4069278.0
COMPANHIA BRASILEIRA DE ALUMÍNIO,61.409.892/0001-73,,,,,,,,,1990663.0,2159634.0,2188564.0
CONSTRUTORA TENDA S.A.,71.476.527/0001-35,758391.0,836993.0,671736.0,502949.0,353538.0,405767.0,453583.0,578971.0,1216366.0,1280806.0,1480765.0
COSAN S.A.,50.746.577/0001-15,2077938.0,7347695.0,2545209.0,3345053.0,3222805.0,4991391.0,3994218.0,6166076.0,6415113.0,12957036.0,15798213.0
CPFL ENERGIA S.A.,02.429.144/0001-93,5193351.0,4905531.0,7417104.0,9524873.0,9018493.0,11378688.0,8415132.0,10065908.0,14405951.0,12913717.0,14879172.0
CRUZEIRO DO SUL EDUCACIONAL S.A.,62.984.091/0001-02,,,,,,,,1012465.0,536469.0,559893.0,656683.0
CSN MINERAÇÃO S.A.,08.902.291/0001-15,,,,,,,,2176596.0,4598123.0,6532581.0,4642823.0
CTC - CENTRO DE TECNOLOGIA CANAVIEIRA S.A.,06.981.381/0001-13,,,,,,,,89236.0,103496.0,112217.0,114126.0
CTEEP - CIA TRANSMISSÃO ENERGIA ELÉTRICA PAULISTA,02.998.611/0001-04,1656421.0,759272.0,475304.0,422311.0,597971.0,789104.0,626698.0,1615825.0,1372497.0,1229194.0,1293346.0
CURY CONSTRUTORA E INCORPORADORA S.A.,08.797.760/0001-83,,,,,,,,638675.0,602035.0,1115379.0,1067486.0
CVC BRASIL OPERADORA E AGÊNCIA DE VIAGENS S.A.,10.760.260/0001-19,1259895.0,1639451.0,1818467.0,1868679.0,2347956.0,2930510.0,3659846.0,4484323.0,3217380.0,3359704.0,3130395.0
CYRELA BRAZIL REALTY S.A.EMPREEND E PART,73.178.600/0001-18,4290025.0,3886979.0,4059614.0,3037540.0,2276008.0,2203122.0,1679935.0,2190044.0,2106359.0,2562219.0,3701862.0
D1000 VAREJO FARMA PARTICIPAÇÕES S.A.,12.108.897/0001-50,,,,,,,,334275.0,317674.0,357243.0,342648.0
DESKTOP S.A.,08.170.849/0001-15,,,,,,,,,101186.0,294579.0,453927.0
DEXCO S.A.,97.837.181/0001-47,,,,,,1551576.0,2072546.0,2149913.0,2411801.0,3371691.0,3264920.0
DEXXOS PARTICIPAÇÕES S.A.,02.193.750/0001-52,285787.0,319670.0,321625.0,406299.0,256234.0,143687.0,189155.0,221865.0,218628.0,429242.0,286233.0
DIAGNOSTICOS DA AMERICA S.A.,61.486.650/0001-83,400966.0,730778.0,812059.0,748472.0,951824.0,1493379.0,1409245.0,1560807.0,3013112.0,6949667.0,6165915.0
DIMED S.A. DISTRIBUIDORA DE MEDICAMENTOS,92.665.611/0001-77,228717.0,250946.0,288565.0,315609.0,370484.0,403768.0,470228.0,501244.0,677724.0,814974.0,1008234.0
DIRECIONAL ENGENHARIA S.A.,16.614.075/0001-00,724959.0,740599.0,858910.0,668383.0,753276.0,701791.0,764158.0,516564.0,572132.0,496841.0,918216.0
DOTZ S.A.,18.174.270/0001-84,,,,,,,,289615.0,336369.0,333619.0,362734.0
DURATEX S.A.,97.837.181/0001-47,1268582.0,1305132.0,1560728.0,1296843.0,1197206.0,,,,,,
ECORODOVIAS INFRAESTRUTURA E LOGÍSTICA S.A.,04.149.454/0001-80,1434436.0,1165859.0,1274886.0,1727597.0,1656701.0,1759574.0,2008458.0,4008319.0,2518699.0,4081087.0,3300389.0
ELETROMIDIA S.A.,09.347.516/0001-81,,,,,,,,98085.0,262857.0,347076.0,555052.0
EMBRAER S.A.,07.689.002/0001-89,5705973.0,6776676.0,6781058.0,12029013.0,10367249.0,9204804.0,11734805.0,25739943.0,12621398.0,15786779.0,16786744.0
EMPREENDIMENTOS PAGUE MENOS S.A.,06.626.253/0001-51,,,,,,,,,,,2935820.0
ENAUTA PARTICIPAÇÕES S.A.,11.669.021/0001-10,89783.0,233704.0,110607.0,157967.0,254532.0,308842.0,225642.0,572093.0,531491.0,1224721.0,1719375.0
ENERGISA S.A.,00.864.214/0001-06,1179057.0,1156481.0,6031876.0,4716057.0,5011302.0,5745441.0,7537834.0,7534377.0,12401270.0,12651380.0,13224880.0
ENEVA S.A,04.423.567/0001-21,2407159.0,2978859.0,3619910.0,1433619.0,1740974.0,1152007.0,978764.0,1352928.0,1065939.0,1436538.0,5026873.0
ENGIE BRASIL ENERGIA S.A.,02.474.103/0001-19,1690673.0,2183704.0,1954081.0,2988664.0,1800794.0,5676471.0,4170261.0,5979644.0,5380926.0,5775159.0,5890219.0
ENJOEI S.A.,16.922.038/0001-51,,,,,,,,17841.0,28371.0,39417.0,42929.0
EQUATORIAL ENERGIA S.A.,03.220.438/0001-73,2654184.0,1688931.0,3152614.0,3131472.0,3416305.0,4074347.0,6442384.0,6154422.0,8709938.0,12989443.0,22099849.0
ETERNIT S.A. - EM RECUPERAÇÃO JUDICIAL,61.092.037/0001-81,208094.0,193082.0,221252.0,205820.0,168489.0,148779.0,235898.0,228576.0,221245.0,208855.0,284164.0
EUCATEX S.A. INDUSTRIA E COMERCIO,56.643.018/0001-66,408207.0,419462.0,445245.0,551987.0,538635.0,554266.0,646711.0,598545.0,767861.0,823144.0,895467.0
EVEN CONSTRUTORA E INCORPORADORA S.A.,43.470.988/0001-65,765036.0,985831.0,1017430.0,1212047.0,1192013.0,1450171.0,1399971.0,1341434.0,1650669.0,2315443.0,2056378.0
EZ TEC EMPREEND. E PARTICIPACOES S.A.,08.312.229/0001-73,328599.0,403573.0,867047.0,318640.0,445047.0,388734.0,204388.0,330108.0,390291.0,470140.0,475669.0
FERTILIZANTES HERINGER S.A. - EM RECUPERAÇÃO JUDICIAL,22.266.175/0001-88,2509300.0,,,,,,,,,,
FLEURY S.A.,60.840.055/0001-31,243624.0,260148.0,265081.0,417657.0,409182.0,639146.0,624700.0,747035.0,1109771.0,1206874.0,1234135.0
FRAS-LE S.A.,88.610.126/0001-29,276577.0,174528.0,206556.0,266800.0,240781.0,418321.0,373147.0,341791.0,818435.0,825520.0,862126.0
GAFISA S.A.,01.545.826/0001-07,2879590.0,2683023.0,2270869.0,2048969.0,2275550.0,1213686.0,1039015.0,1252402.0,1466986.0,1367625.0,1886426.0
GERDAU S.A.,33.611.500/0001-19,7823182.0,7236630.0,7772796.0,7863031.0,8621509.0,7714120.0,8504253.0,7424537.0,11482143.0,14036814.0,13462581.0
GETNINJAS S.A.,14.127.813/0001-51,,,,,,,,,,,17930.0
GOL LINHAS AEREAS INTELIGENTES S.A.,06.164.253/0001-87,4061693.0,3446791.0,4212646.0,5542008.0,4848742.0,5750045.0,7200556.0,10362600.0,10398216.0,11081794.0,13861247.0
GPS PARTICIPAÇÕES E EMPREENDIMENTOS S.A.,09.229.201/0001-30,,,,,,,,,1755140.0,1516012.0,1960993.0
GRENDENE S.A.,89.850.341/0001-60,323063.0,285066.0,282003.0,354500.0,275383.0,322074.0,366909.0,297942.0,351029.0,381290.0,407981.0
GRUPO CASAS BAHIA S.A.,33.041.260/0652-90,,,,,,,,15733000.0,18497000.0,18677000.0,19750000.0
GRUPO DE MODA SOMA S.A.,10.285.590/0001-08,,,,,,,,620131.0,502109.0,1264676.0,1727521.0
GRUPO MATEUS S.A.,24.990.777/0001-09,,,,,,,,1010174.0,1361330.0,1650337.0,2753346.0
GRUPO SBF S.A.,13.217.485/0001-11,,,,,,,931553.0,1093629.0,1852278.0,2161217.0,2948338.0
GUARARAPES CONFECCOES S.A.,08.402.943/0001-52,995122.0,1240928.0,1643301.0,2715554.0,3045311.0,2824679.0,3937065.0,4400507.0,5080495.0,6085371.0,6307421.0
HELBOR EMPREENDIMENTOS S.A.,49.263.189/0001-02,974676.0,1097109.0,1253496.0,1249605.0,1710014.0,1008991.0,1343288.0,1268913.0,1017436.0,846822.0,990136.0
HIDROVIAS DO BRASIL S.A.,12.648.327/0001-53,5887.0,79802.0,153293.0,887904.0,1627585.0,502684.0,403366.0,323192.0,445963.0,602288.0,692282.0
HOSPITAL MATER DEI S.A.,16.676.520/0001-59,,,,,,,,,,346483.0,443433.0
HYPERA S.A.,02.932.074/0001-91,1658867.0,1916989.0,2989129.0,3350320.0,1741233.0,1710737.0,1419235.0,1580135.0,2623249.0,2776526.0,5225194.0
IGUA SANEAMENTO S.A.,08.159.965/0001-33,403925.0,564437.0,314676.0,362290.0,751938.0,131809.0,298868.0,375748.0,351395.0,1416420.0,1265521.0
INDUSTRIAS ROMI S.A.,56.720.428/0001-63,489931.0,413386.0,353379.0,247562.0,290889.0,280526.0,,,,,
INFRACOMMERCE CXAAS S.A.,38.456.921/0001-36,,,,,,,,,239374.0,886641.0,1006037.0
INTERNATIONAL MEAL COMPANY ALIMENTACAO S.A.,17.314.329/0001-20,47079.0,54420.0,334696.0,574253.0,248593.0,244631.0,376354.0,494962.0,399076.0,488162.0,739917.0
INVESTIMENTOS E PARTICIP. EM INFRA S.A. - INVEPAR,03.758.318/0001-24,1778983.0,2352136.0,2685286.0,5056204.0,3633658.0,3988317.0,4386393.0,5488151.0,7363428.0,4441775.0,4561795.0
IOCHPE MAXION S.A.,61.156.113/0001-75,1808742.0,1834151.0,2237802.0,3088750.0,2521719.0,3060854.0,3261829.0,2583618.0,4352451.0,5166728.0,4768463.0
IRANI PAPEL E EMBALAGEM S.A.,92.791.243/0001-03,219882.0,357375.0,329720.0,380413.0,445377.0,301759.0,452167.0,430506.0,277356.0,344609.0,577460.0
JALLES MACHADO S.A.,02.635.522/0001-95,,,,,,,,,371660.0,685599.0,736018.0
JBS S.A.,02.916.265/0001-60,11537573.0,17708869.0,24868001.0,40137467.0,33348624.0,29179341.0,21601716.0,28457692.0,40835231.0,59812238.0,55160222.0
JHSF PARTICIPACOES S.A.,08.294.224/0001-65,424143.0,510404.0,750500.0,1671085.0,609448.0,351934.0,680168.0,429940.0,1078153.0,843724.0,774310.0
JSL S.A.,52.548.435/0001-79,1122146.0,1447064.0,1871356.0,2414240.0,3194162.0,3129688.0,4035478.0,4678968.0,945637.0,1211772.0,1758397.0
KEPLER WEBER S.A.,91.983.056/0001-69,129376.0,181847.0,238870.0,223274.0,208362.0,226944.0,204321.0,176953.0,396525.0,493432.0,574303.0
KLABIN S.A.,89.637.490/0001-45,1767389.0,1779513.0,2518873.0,3162295.0,4143664.0,3747333.0,3708316.0,3104523.0,3613472.0,5570841.0,6461750.0
KORA SAÚDE PARTICIPAÇÕES S.A.,13.270.520/0001-66,,,,,,,,,292957.0,705986.0,643108.0
LAVVI EMPREENDIMENTOS IMOBILIÁRIOS S.A.,26.462.693/0001-28,,,,,,,,103875.0,293101.0,359087.0,334718.0
LIFEMED INDUSTRIAL DE EQUIP. E ART. MEDICOS E HOSP. S.A,02.357.251/0001-53,,,,,,,42057.0,72118.0,93442.0,136222.0,181381.0
LITEL PARTICIPACOES S.A.,00.743.065/0001-27,2745418.0,3892131.0,4549678.0,496.0,19143.0,628928.0,340.0,0.0,,,
LOCALIZA RENT A CAR S.A.,16.670.085/0001-55,734168.0,976658.0,1398380.0,1356058.0,1841699.0,2234098.0,3339420.0,3522249.0,4296388.0,4984500.0,11236806.0
LOCAWEB SERVIÇOS DE INTERNET S.A.,02.351.877/0001-52,,,,,,,155778.0,237942.0,450632.0,676987.0,1108610.0
LOG-IN LOGISTICA INTERMODAL S.A.,42.278.291/0001-24,247181.0,272647.0,414517.0,1831607.0,365666.0,299534.0,287723.0,331246.0,416124.0,489608.0,680130.0
LOJAS QUERO QUERO S.A.,96.418.264/0218-02,,,,,,,,707482.0,977080.0,1126606.0,1074985.0
LOJAS RENNER S.A.,92.754.738/0001-62,1725212.0,1932589.0,2037362.0,2319127.0,2917751.0,2941712.0,4324355.0,4768397.0,5633411.0,7954100.0,7005579.0
LUPATECH S.A,89.463.822/0001-12,,,,,,,,68364.0,77081.0,85303.0,118650.0
LUPATECH S.A. - EM RECUPERAÇÃO JUDICIAL,89.463.822/0001-12,998395.0,1767202.0,296031.0,211624.0,177222.0,126620.0,127989.0,,,,
M.DIAS BRANCO S.A. IND COM DE ALIMENTOS,07.206.816/0001-15,496965.0,680900.0,686809.0,783702.0,816941.0,589212.0,1280830.0,1153607.0,1634008.0,1329147.0,2467420.0
MAESTRO LOCADORA DE VEICULOS S.A.,08.795.211/0001-70,,,,,,,52345.0,,,,
MAGAZINE LUIZA S.A.,47.960.950/0001-21,3607014.0,2527591.0,2831448.0,2874782.0,3672426.0,4136036.0,5388598.0,8002587.0,13416145.0,15257189.0,14832925.0
MAHLE-METAL LEVE S.A.,60.476.884/0001-87,578909.0,402931.0,599518.0,585414.0,488968.0,425764.0,561466.0,587102.0,1016836.0,843995.0,1039127.0
MARCOPOLO S.A.,88.611.835/0001-29,1496779.0,1055218.0,1029729.0,1592174.0,1661724.0,1619266.0,1828427.0,1512406.0,1718308.0,2026040.0,2288932.0
MARFRIG GLOBAL FOODS S.A.,03.853.896/0001-40,7687320.0,3688566.0,4662465.0,5406649.0,7382969.0,6021169.0,8646390.0,10615048.0,13864388.0,17047662.0,40420580.0
MARISA LOJAS S.A.,61.189.288/0001-89,604945.0,690746.0,930395.0,830820.0,725588.0,1274257.0,1375009.0,1546891.0,1463232.0,1430192.0,1441183.0
MELNICK DESENVOLVIMENTO IMOBILIÁRIO S.A.,12.181.987/0001-77,,,,,,,,481831.0,503174.0,665681.0,601828.0
METALFRIO SOLUTIONS S.A.,04.821.041/0001-08,345455.0,661537.0,636018.0,845123.0,516367.0,841297.0,897015.0,1088998.0,982060.0,1655915.0,1750090.0
METALURGICA GERDAU S.A.,92.690.783/0001-09,9129488.0,7305656.0,8565490.0,8320413.0,9047092.0,7727031.0,9156188.0,7428319.0,11589655.0,14041043.0,13493868.0
MINERVA S.A.,67.620.377/0001-14,1084386.0,1337188.0,1948539.0,3043383.0,2811028.0,3947230.0,5988619.0,5628000.0,6395662.0,7238370.0,8129741.0
MITRE REALTY EMPREENDIMENTOS E PARTICIPAÇÕES S.A.,07.882.930/0001-65,,,,,,,72236.0,223219.0,212583.0,371544.0,526628.0
MOBLY S.A.,31.553.627/0001-01,,,,,,,,182679.0,252270.0,186459.0,191278.0
MOURA DUBEUX ENGENHARIA S/A,12.049.631/0001-84,698500.0,525605.0,496050.0,487676.0,963528.0,913548.0,1377659.0,1227173.0,416187.0,663328.0,382836.0
MOVIDA PARTICIPACOES SA,21.314.559/0001-66,,,572083.0,1117336.0,1497200.0,1615777.0,1642881.0,2239379.0,2448236.0,3751193.0,5896026.0
MPM CORPÓREOS S.A.,26.659.061/0001-59,,,,,,,,421262.0,645840.0,761155.0,563366.0
